trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-66.23329185090721,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.99}",20,0,-133.89124907715174,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9801}",30,0,-199.78496146489982,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.970299}",30,0,-139.4250008070391,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.96059601}",20,15,2.374478985165327,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-6.565531739744768,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.941480149401}",25,0,-114.92707268211203,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-147.90101890230588,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9227446944279201}",20,0,-65.8063965864486,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9135172474836408}",25,9,-23.577092887820882,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-96.56255917437106,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-39.20394913506549,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,0,-51.74332850135648,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-50.5746508592769,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,0,-108.82221243694939,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-141.56878424581262,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.8514577710948755}",30,0,-51.07606913123663,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8429431933839268}",25,0,-86.26335943206226,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,0,-65.44914798294971,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-49.05981784577185,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,2.9644448794679272,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,0,-171.54668831959677,"{0: 15, 1: 4, 2: 1, 3: 2, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-44.07699075383978,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,0,-149.97521837691878,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,0,-11.3020536264371,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7778213593991467}",30,10,-62.072251952052184,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-90.5850544775906,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-153.20396171049498,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.7547192872036325}",25,0,-115.25218364627494,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,6,-24.745995849799094,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.7397003733882802}",30,0,-83.71227797062903,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,0,-120.54636372525104,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7249803359578535}",30,0,-124.0001872435211,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7177305325982749}",35,0,-203.91100200640008,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-161.73429751114563,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,13,-5.496361968606493,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-47.40998250520347,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.6894490858690778}",20,0,-156.25243175534507,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",1
39,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-104.62585085208826,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.6757290490602831}",30,0,-178.97577856995878,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.6689717585696803}",30,13,-31.846065500536458,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,0,-123.19802307198482,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,0,-149.60315068500506,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,20,8.118809453979472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,0,-88.24050771127531,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,4,-110.35136174872234,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
47,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-16.556649356961127,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6235253948912}",20,3,16.712884919846072,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-64.15444971635122,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.611117239532865}",20,1,-153.86271188080278,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 3}",1
51,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,0,-48.18987694260386,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.598956006466161}",25,0,-47.236373023493904,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,0,-37.72851481731048,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,2,-149.30427685485378,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 2}",1
55,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,8,-2.709801613471163,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,0,-75.69091694098508,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-48.29832153842335,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.5639051904523875}",20,8,-36.196075392325284,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5582661385478637}",25,18,10.354814185097574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5526834771623851}",20,0,2.3784621432499047,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.5471566423907612}",35,4,-54.40680876893224,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,6,-15.750232287816074,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.536268225207185}",30,23,4.916122744780535,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,2,-10.806195534310786,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.525596487525562}",25,15,3.2846777457243115,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5203405226503064}",30,0,-117.59780122682183,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,0,-31.02634773050265,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,7,-14.369179281702962,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,0,-84.95202862941557,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,4.9911821673417585,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,0,-16.665007009608225,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,0,-45.090900273199445,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.48499137027416284}",25,13,10.447966635837062,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,10,-28.87832212725826,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.47534004200570695}",20,0,-77.30567924774026,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.4705866415856499}",25,0,-15.208484256486097,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46588077516979337}",20,13,-6.460048289010742,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,0,-58.2249996007391,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.4566097477439145}",30,2,9.370762975011964,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.45204365026647536}",30,0,-26.237703941415205,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.4475232137638106}",25,0,-32.09811799041127,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,2,-43.34508021062005,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.43861750180991077}",25,11,27.398423726752114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43423132679181164}",35,0,-48.558620393635195,"{0: 29, 1: 0, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,0,-22.207038776930894,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.4255901233886546}",30,16,21.01713725617164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.421334222154768}",25,11,-12.343171096375757,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,9,19.48540789496188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.41294967113388814}",20,6,22.04212102594658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,14,-2.2275170394709036,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.4047319726783238}",25,3,-22.186603782352606,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,0,-51.06144190674454,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.3966778064220251}",35,0,-40.28868713279399,"{0: 31, 1: 1, 2: 1, 3: 1, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,0,25.124624139406386,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,0,-86.46611295181917,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,1,-50.171508275958985,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.38104711810454966}",25,10,-29.328051173621073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,0,-106.36656297748274,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,6,12.88101702361395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36972963764972644}",20,11,-3.1865814011741644,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3660323412732292}",20,0,-72.56073590814327,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,6,-44.86656075002394,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,0,-26.21933204571868,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.355160814705073}",20,4,-16.484958040475874,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.35160920655802225}",25,0,-37.723676688591105,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.348093114492442}",30,12,-62.930396302550115,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,14,-27.341920378659683,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,8,6.98250532074374,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.337754400898902}",20,0,4.316708903200845,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.334376856889913}",20,0,-1.0770827987870872,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,9,0.8760985613902414,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,0,-38.73532193236078,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,20,10.073729413443033,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-55.82448875361304,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,0,15.189599277151407,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.31480917318095203}",35,18,6.369378947566279,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,11,-6.145364143956657,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,11,-13.048897663597693,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3054590259283046}",30,5,-5.55520972517364,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,0,-30.282011785927537,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,0,32.49951558516589,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.296386587399208}",25,11,-26.96838168372297,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,0,-28.995257042301052,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.29048849430996376}",25,19,12.042754755287936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,9,-9.846906565352299,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,13,24.25690211947916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,9,-17.45298276248053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,13,-7.599800720598133,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2762516676992083}",30,5,-55.70402571424914,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
130,False,"{'a': 0.5, 'e': 0.2734891510222162}",25,5,25.053180528260853,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,1,-4.800356641601307,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2680467169168741}",25,0,-92.84460844713574,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.26536624974770534}",25,12,-53.39919502353497,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.2627125872502283}",35,24,21.713724046310606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,8,1.2767833366024037,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,11,15.692079160909644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2549097606963093}",25,13,-28.53615511772977,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.2523606630893462}",20,0,12.36720150727262,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,2,-12.52415609243838,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,0,33.94300293728775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.24486529903492948}",25,9,5.264479873042401,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,12,15.825061430108184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.2399924795841344}",30,17,18.20020714965025,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,0,-16.485435895183475,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.23521662924041012}",30,23,14.170626095519179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.232864462948006}",25,11,7.60220390619442,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,10,-35.55135925754056,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,0,-32.38200770014302,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.22594815553398728}",30,23,13.208408100461678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.2236886739786474}",35,0,2.7071756789270953,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,11,11.097901579840292,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,9,21.371483913535428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21704489667280757}",35,13,-19.89639424071129,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.2148744477060795}",30,0,24.897683132617665,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,3,24.56143641933751,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,7,22.25939247663862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,10,-44.180987656887,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
