trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
314,False,"{'a': 0.5, 'e': 0.04303441553421867}",20,9,21.073567895933127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04260407137887648}",20,12,9.196445466149886,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04217803066508771}",30,5,-25.16054916680544,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.04175625035843684}",25,13,22.227566155327438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.041338687854852466}",25,10,27.82053747513797,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.040925300976303945}",20,12,15.267457227663083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.0405160479665409}",25,3,-12.325103865005621,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.040110887486875496}",20,6,25.660175932783314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.03970977861200674}",20,6,18.410746143171856,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039312680825886674}",20,11,16.58874570602934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.038919554017627804}",20,13,15.168231214974737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03853035847745152}",30,13,21.13580086519866,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03814505489267701}",20,14,10.701251094808683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03776360434375024}",25,20,9.711401037116783,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03738596830031274}",30,8,41.34544155543882,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03701210861730961}",30,16,27.59013053884663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03664198753113651}",25,18,6.086893146870755,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.036275567655825146}",20,11,15.633124667544301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.03591281197926689}",25,10,26.969924819798763,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03555368385947423}",35,25,17.681449870332326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.035198147020879485}",20,6,25.068721827038946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03484616555067069}",20,6,25.711449307590016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03449770389516398}",25,8,32.3248111639239,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03415272685621234}",25,17,16.85091698308587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03381119958765022}",20,6,26.538333036837596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.03347308759177372}",20,2,28.03424193519985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03313835671585598}",25,10,29.21935249427282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03280697314869742}",20,16,7.553488044855786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03247890341721044}",20,8,22.269410539337347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03215411438303834}",30,8,18.13437729004676,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.031832573239207955}",20,2,32.27726037301251,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.031514247506815876}",20,0,20.483065050769376,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.031199105031747717}",20,8,12.151859347555808,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03088711398143024}",35,13,34.2262273059537,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030578242841615935}",30,12,25.819092570101354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030272460413199778}",20,14,11.991491210752105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.02996973580906778}",20,2,27.41703968882337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0296700384509771}",25,14,22.255778380553227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.02937333806646733}",25,6,31.055222890466837,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029079604685802656}",20,0,30.69740989386483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.02878880863894463}",20,6,28.39930112500356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.02850092055255518}",30,16,16.0454519471526,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.02821591134702963}",20,7,21.775740922084697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.027933752233559334}",25,15,20.693264675428686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027654414711223742}",30,3,41.261334420833506,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027377870564111503}",20,0,30.107110014048615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.027104091858470385}",20,10,16.6012009667612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.026833050939885684}",25,10,24.887337402245947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.026564720430486827}",25,8,-16.18883536522294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.026299073226181958}",35,22,21.149312413213096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.026036082493920136}",30,17,28.074786553405964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025775721668980935}",25,15,16.803680148240616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025517964452291125}",30,12,30.33431565455965,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025262784807768213}",20,3,20.87024559228478,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.025010156959690534}",35,12,36.86741830562531,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.024760055390093627}",20,13,10.881024543801804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.02451245483619269}",25,15,16.227818839357724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024267330287830763}",25,10,-55.335271963585136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
372,False,"{'a': 0.5, 'e': 0.024024656984952455}",25,13,22.962960046165872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.02378441041510293}",30,15,28.42230617173417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.0235465663109519}",20,7,20.98708397879933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.02331110064784238}",30,6,40.376119051512916,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.02307798964136396}",20,6,-16.444286170395817,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.022847209744950317}",20,14,13.56235512164915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.022618737647500817}",35,21,18.15130415312649,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.022392550271025807}",20,14,11.529714413811924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.022168624768315548}",20,13,15.151766592157282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.021946938520632394}",20,7,23.744609649481802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.02172746913542607}",20,6,9.67157469676435,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.021510194444071807}",30,16,4.9630580670828515,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.021295092499631088}",25,15,18.16972801984947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.02108214157463478}",20,6,-18.460966763884496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.02087132015888843}",30,13,30.671918512008013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.020662606957299545}",25,19,9.710503534497889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02045598088772655}",25,11,26.019856152661077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020251421078849283}",35,21,27.160983648361007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.02004890686806079}",25,10,23.01633124946916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.019848417799380184}",20,12,11.186661186417401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.01964993362138638}",20,2,28.960404244190542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019453434285172516}",25,9,15.753958859836978,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.01925889994232079}",20,6,25.976804213494393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.019066310942897586}",20,2,33.04740255764767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.01887564783346861}",20,8,16.197495426864293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.018686891355133923}",20,9,20.45687055797439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.01850002244158258}",25,8,5.102389304420079,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018315022217166757}",20,10,19.51905218895315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.018131871994995087}",30,19,20.94128175239826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.017950553275045137}",25,6,31.124268104584623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.017771047742294686}",20,10,16.74930975265448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01759333726487174}",30,18,20.777392689269764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.017417403892223023}",20,10,20.08028207868045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.01724322985330079}",20,5,24.109398519750314,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017070797554767782}",25,17,15.412056324356099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.016900089579220106}",30,21,13.499941485283218,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.016731088683427903}",20,9,20.59162399726404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.016563777796593626}",25,17,16.84610370481962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016398140018627688}",30,18,-0.27122317210303026,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.01623415861844141}",20,10,19.210780825212243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.016071817032256998}",25,0,37.89870482447149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.015911098861934425}",20,16,6.400397100929107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.015751987873315082}",20,13,-21.139050937984177,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015594467994581931}",35,23,24.37165927908805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015438523314636111}",25,15,15.992988611176676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.01528413808148975}",20,12,15.210472931076469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015131296700674854}",25,11,-13.737713804652888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.014979983733668104}",25,8,30.62215429690741,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.014830183896331423}",30,12,30.717917612701154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014681882057368109}",30,15,26.801837721110914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014535063236794427}",30,4,47.64700782986137,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014389712604426484}",35,22,20.153138886764744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014245815478382218}",20,3,26.757083045075703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.014103357323598397}",20,14,13.470873929227073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.013962323750362412}",35,25,16.336151017888273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.013822700512858787}",30,17,27.055123556196143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013684473507730199}",25,13,-1.2584394675962316,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013547628772652897}",20,10,17.591726076729618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013412152484926368}",20,13,12.95462206810154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013278030960077104}",20,4,21.70543650022943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013145250650476333}",30,13,34.12748109522325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.01301379814397157}",25,17,16.199220067593554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.012883660162531854}",25,14,16.82646346402192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.012754823560906535}",25,18,13.202966200348554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.01262727532529747}",30,18,22.682062825990403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.012501002572044496}",20,14,12.53624106231323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.01237599254632405}",20,8,17.502837588960187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012252232620860809}",20,0,31.280491217732305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.012129710294652202}",30,13,26.773492337822113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.01200841319170568}",20,15,8.00786010052105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.011888329059788622}",25,13,20.807749466837556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.011769445769190737}",20,2,16.64784308950624,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011651751311498829}",20,16,9.370062299980123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.01153523379838384}",20,6,24.174306236351548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011419881460400001}",20,3,24.44310691693368,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011305682645796001}",25,0,32.07097476431539,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.011192625819338041}",20,9,19.37998744708527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011080699561144661}",20,8,21.975888862977623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.010969892565533214}",20,14,14.70750848385549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.010860193639877882}",20,12,12.171762809556341,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010751591703479103}",25,11,23.192577118768355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.010644075786444312}",20,16,9.470901760610232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.01053763502857987}",25,16,18.956523128335714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.01043225867829407}",20,13,12.400351136997875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.01032793609151113}",20,12,12.325416604079894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010224656730596018}",25,11,27.319824626501923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010122410163290057}",30,8,37.45186163705911,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.010021186061657156}",25,16,12.98404267589969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.009920974201040586}",20,9,20.915286119180415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0.009821764459030179}",25,13,24.207522530778053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0.009723546814439878}",30,18,20.053998443701815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 0.009626311346295479}",25,20,10.918462536071324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0.009530048232832523}",25,11,28.19551684517587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 0.009434747750504199}",20,12,18.72754478568999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0.009340400272999157}",20,10,17.308322078649436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': 0.009246996270269165}",25,20,9.998621964099684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 0.009154526307566474}",20,10,19.382480812991158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0.009062981044490808}",25,19,11.104292465749086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': 0.0089723512340459}",20,11,17.36537330219049,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
